['price', 'hours', 'minute', 'seconds']
156.4, 12, 6, 50
156.0, 12, 6, 51
157.0, 12, 6, 52
157.0, 12, 6, 53
156.6, 12, 6, 54
157.0, 12, 6, 55
156.55, 12, 6, 56
155.85, 12, 6, 57
156.7, 12, 6, 59
157.0, 12, 7, 0
157.65, 12, 7, 1
158.7, 12, 7, 2
158.35, 12, 7, 3
157.5, 12, 7, 4
157.35, 12, 7, 5
157.0, 12, 7, 6
157.0, 12, 7, 7
156.5, 12, 7, 8
156.85, 12, 7, 9
156.35, 12, 7, 10
156.25, 12, 7, 11
154.45, 12, 7, 12
154.15, 12, 7, 13
154.0, 12, 7, 14
153.7, 12, 7, 15
154.1, 12, 7, 16
154.55, 12, 7, 17
154.35, 12, 7, 18
153.9, 12, 7, 19
154.1, 12, 7, 20
153.7, 12, 7, 21
153.15, 12, 7, 23
153.7, 12, 7, 24
155.15, 12, 7, 25
155.15, 12, 7, 26
155.55, 12, 7, 27
154.75, 12, 7, 28
155.1, 12, 7, 29
155.1, 12, 7, 30
155.1, 12, 7, 31
155.0, 12, 7, 32
154.8, 12, 7, 33
155.15, 12, 7, 34
155.0, 12, 7, 35
155.15, 12, 7, 36
155.0, 12, 7, 37
156.2, 12, 7, 38
156.75, 12, 7, 39
155.85, 12, 7, 40
155.85, 12, 7, 41
155.7, 12, 7, 42
155.65, 12, 7, 43
154.95, 12, 7, 45
155.1, 12, 7, 46
155.95, 12, 7, 47
155.95, 12, 7, 48
156.1, 12, 7, 49
156.45, 12, 7, 50
156.75, 12, 7, 51
156.9, 12, 7, 52
157.4, 12, 7, 53
157.35, 12, 7, 54
157.55, 12, 7, 55
157.2, 12, 7, 56
157.55, 12, 7, 57
156.45, 12, 7, 58
156.9, 12, 7, 59
158.0, 12, 8, 0
158.2, 12, 8, 1
159.1, 12, 8, 2
158.6, 12, 8, 3
157.95, 12, 8, 4
158.5, 12, 8, 6
158.55, 12, 8, 7
159.8, 12, 8, 8
160.0, 12, 8, 9
162.35, 12, 8, 10
162.95, 12, 8, 11
164.6, 12, 8, 12
163.35, 12, 8, 13
163.75, 12, 8, 14
163.9, 12, 8, 15
162.65, 12, 8, 16
163.15, 12, 8, 17
163.7, 12, 8, 18
163.1, 12, 8, 19
164.35, 12, 8, 20
164.35, 12, 8, 21
165.4, 12, 8, 22
165.5, 12, 8, 23
165.9, 12, 8, 24
164.75, 12, 8, 25
164.25, 12, 8, 26
164.7, 12, 8, 27
165.35, 12, 8, 29
166.35, 12, 8, 30
166.65, 12, 8, 31
168.0, 12, 8, 32
168.6, 12, 8, 33
167.65, 12, 8, 34
167.8, 12, 8, 35
167.5, 12, 8, 36
167.1, 12, 8, 37
168.25, 12, 8, 38
167.45, 12, 8, 39
168.65, 12, 8, 40
167.55, 12, 8, 41
166.3, 12, 8, 42
166.0, 12, 8, 43
166.95, 12, 8, 44
166.5, 12, 8, 45
165.25, 12, 8, 46
165.0, 12, 8, 48
164.9, 12, 8, 49
163.7, 12, 8, 50
163.35, 12, 8, 51
163.9, 12, 8, 52
164.4, 12, 8, 53
164.75, 12, 8, 54
164.25, 12, 8, 55
165.5, 12, 8, 56
164.25, 12, 8, 57
165.0, 12, 8, 58
166.05, 12, 8, 59
166.7, 12, 9, 0
166.7, 12, 9, 1
165.85, 12, 9, 2
167.7, 12, 9, 3
166.3, 12, 9, 4
165.25, 12, 9, 5
165.2, 12, 9, 6
164.75, 12, 9, 7
164.95, 12, 9, 9
164.3, 12, 9, 10
165.45, 12, 9, 11
165.5, 12, 9, 12
165.85, 12, 9, 13
166.2, 12, 9, 14
166.9, 12, 9, 15
168.1, 12, 9, 16
167.25, 12, 9, 17
166.2, 12, 9, 18
165.9, 12, 9, 19
166.35, 12, 9, 20
166.6, 12, 9, 21
166.3, 12, 9, 22
166.8, 12, 9, 23
167.0, 12, 9, 24
167.0, 12, 9, 25
167.0, 12, 9, 26
166.1, 12, 9, 27
167.1, 12, 9, 28
167.25, 12, 9, 29
167.45, 12, 9, 30
167.0, 12, 9, 32
166.25, 12, 9, 33
167.4, 12, 9, 34
167.5, 12, 9, 35
166.0, 12, 9, 36
166.1, 12, 9, 37
166.7, 12, 9, 38
166.9, 12, 9, 39
166.4, 12, 9, 40
166.15, 12, 9, 41
165.9, 12, 9, 42
165.8, 12, 9, 43
165.9, 12, 9, 44
165.55, 12, 9, 45
165.0, 12, 9, 46
165.1, 12, 9, 47
165.0, 12, 9, 48
165.5, 12, 9, 49
164.95, 12, 9, 50
165.3, 12, 9, 51
164.9, 12, 9, 53
164.9, 12, 9, 54
164.9, 12, 9, 55
164.35, 12, 9, 56
163.8, 12, 9, 57
164.35, 12, 9, 58
164.55, 12, 9, 59
163.9, 12, 10, 0
166.85, 12, 10, 1
166.85, 12, 10, 2
164.85, 12, 10, 3
165.1, 12, 10, 4
165.15, 12, 10, 5
164.5, 12, 10, 6
164.0, 12, 10, 7
164.25, 12, 10, 8
164.25, 12, 10, 9
163.5, 12, 10, 10
163.95, 12, 10, 11
162.2, 12, 10, 12
162.5, 12, 10, 14
161.3, 12, 10, 15
162.65, 12, 10, 16
162.3, 12, 10, 17
162.15, 12, 10, 18
162.05, 12, 10, 19
161.6, 12, 10, 20
162.65, 12, 10, 21
163.25, 12, 10, 22
162.8, 12, 10, 23
162.7, 12, 10, 24
164.55, 12, 10, 25
164.4, 12, 10, 26
164.6, 12, 10, 27
163.75, 12, 10, 28
163.9, 12, 10, 29
162.55, 12, 10, 30
162.05, 12, 10, 31
162.8, 12, 10, 32
163.0, 12, 10, 33
162.2, 12, 10, 35
163.3, 12, 10, 36
163.5, 12, 10, 37
163.5, 12, 10, 38
164.1, 12, 10, 39
163.5, 12, 10, 40
163.15, 12, 10, 41
163.15, 12, 10, 42
164.2, 12, 10, 43
164.05, 12, 10, 44
163.4, 12, 10, 45
164.25, 12, 10, 46
164.15, 12, 10, 47
163.8, 12, 10, 48
163.85, 12, 10, 49
164.0, 12, 10, 50
163.65, 12, 10, 51
163.65, 12, 10, 52
164.6, 12, 10, 53
164.5, 12, 10, 54
163.2, 12, 10, 55
164.15, 12, 10, 57
164.15, 12, 10, 58
163.15, 12, 10, 59
163.0, 12, 11, 0
163.2, 12, 11, 1
162.4, 12, 11, 2
162.05, 12, 11, 3
163.5, 12, 11, 4
162.9, 12, 11, 5
162.85, 12, 11, 6
162.8, 12, 11, 7
163.3, 12, 11, 8
162.0, 12, 11, 9
163.0, 12, 11, 10
162.0, 12, 11, 11
161.7, 12, 11, 12
162.95, 12, 11, 13
161.95, 12, 11, 14
161.75, 12, 11, 15
161.35, 12, 11, 16
162.0, 12, 11, 17
163.9, 12, 11, 19
164.1, 12, 11, 20
163.85, 12, 11, 21
162.85, 12, 11, 22
162.65, 12, 11, 23
163.4, 12, 11, 24
163.4, 12, 11, 25
163.0, 12, 11, 26
162.0, 12, 11, 27
162.25, 12, 11, 28
161.95, 12, 11, 29
161.35, 12, 11, 30
160.8, 12, 11, 31
160.75, 12, 11, 32
161.25, 12, 11, 33
161.65, 12, 11, 34
162.1, 12, 11, 35
161.4, 12, 11, 36
161.8, 12, 11, 38
162.5, 12, 11, 39
162.4, 12, 11, 40
162.35, 12, 11, 41
163.4, 12, 11, 42
163.4, 12, 11, 43
164.1, 12, 11, 44
164.65, 12, 11, 45
164.7, 12, 11, 46
164.0, 12, 11, 47
163.6, 12, 11, 48
163.6, 12, 11, 49
164.25, 12, 11, 50
164.2, 12, 11, 51
164.0, 12, 11, 52
164.15, 12, 11, 53
164.3, 12, 11, 54
165.0, 12, 11, 55
165.3, 12, 11, 56
165.05, 12, 11, 57
165.25, 12, 11, 58
165.1, 12, 12, 0
163.95, 12, 12, 1
163.9, 12, 12, 2
163.6, 12, 12, 3
163.9, 12, 12, 4
162.95, 12, 12, 5
162.85, 12, 12, 6
163.35, 12, 12, 7
162.3, 12, 12, 10
162.3, 12, 12, 11
162.7, 12, 12, 12
162.7, 12, 12, 13
163.65, 12, 12, 14
163.65, 12, 12, 15
163.4, 12, 12, 16
163.75, 12, 12, 17
163.15, 12, 12, 18
162.85, 12, 12, 19
162.2, 12, 12, 20
162.45, 12, 12, 21
162.25, 12, 12, 22
162.1, 12, 12, 23
163.0, 12, 12, 24
164.15, 12, 12, 26
163.95, 12, 12, 27
163.15, 12, 12, 28
162.8, 12, 12, 29
163.35, 12, 12, 30
162.65, 12, 12, 31
162.3, 12, 12, 32
162.0, 12, 12, 33
162.65, 12, 12, 34
163.8, 12, 12, 35
163.45, 12, 12, 36
163.35, 12, 12, 37
163.15, 12, 12, 38
163.75, 12, 12, 39
164.05, 12, 12, 40
164.55, 12, 12, 41
163.75, 12, 12, 43
164.0, 12, 12, 44
164.0, 12, 12, 45
163.8, 12, 12, 46
164.0, 12, 12, 47
164.05, 12, 12, 48
164.45, 12, 12, 49
164.65, 12, 12, 50
164.5, 12, 12, 51
164.7, 12, 12, 52
164.5, 12, 12, 53
164.5, 12, 12, 54
164.55, 12, 12, 55
164.55, 12, 12, 56
165.05, 12, 12, 57
166.0, 12, 12, 58
166.05, 12, 12, 59
166.05, 12, 13, 0
166.7, 12, 13, 1
166.0, 12, 13, 2
165.45, 12, 13, 3
164.2, 12, 13, 4
164.7, 12, 13, 6
164.85, 12, 13, 7
163.55, 12, 13, 8
164.15, 12, 13, 9
164.7, 12, 13, 10
164.75, 12, 13, 11
164.75, 12, 13, 12
166.15, 12, 13, 13
165.8, 12, 13, 14
166.25, 12, 13, 15
164.0, 12, 13, 16
163.95, 12, 13, 17
164.2, 12, 13, 18
164.0, 12, 13, 19
163.85, 12, 13, 20
163.65, 12, 13, 21
163.95, 12, 13, 22
164.1, 12, 13, 23
163.9, 12, 13, 24
163.85, 12, 13, 25
164.15, 12, 13, 26
164.15, 12, 13, 27
163.9, 12, 13, 29
164.0, 12, 13, 30
163.7, 12, 13, 31
163.9, 12, 13, 32
163.8, 12, 13, 33
163.8, 12, 13, 34
164.2, 12, 13, 35
164.15, 12, 13, 36
164.15, 12, 13, 37
164.15, 12, 13, 38
165.0, 12, 13, 39
164.65, 12, 13, 40
163.7, 12, 13, 41
163.85, 12, 13, 42
163.85, 12, 13, 43
163.8, 12, 13, 44
163.7, 12, 13, 45
163.7, 12, 13, 46
164.0, 12, 13, 47
164.15, 12, 13, 48
164.15, 12, 13, 49
165.8, 12, 13, 51
166.5, 12, 13, 52
168.0, 12, 13, 53
167.75, 12, 13, 54
167.7, 12, 13, 55
168.85, 12, 13, 56
170.7, 12, 13, 57
170.9, 12, 13, 58
169.7, 12, 13, 59
170.1, 12, 14, 0
170.0, 12, 14, 1
170.0, 12, 14, 2
170.0, 12, 14, 3
169.15, 12, 14, 4
169.15, 12, 14, 5
169.5, 12, 14, 6
168.0, 12, 14, 7
168.4, 12, 14, 8
169.2, 12, 14, 9
169.95, 12, 14, 10
170.15, 12, 14, 11
171.95, 12, 14, 12
173.2, 12, 14, 13
173.0, 12, 14, 15
171.45, 12, 14, 16
171.85, 12, 14, 17
171.55, 12, 14, 18
173.0, 12, 14, 19
173.75, 12, 14, 20
173.35, 12, 14, 21
172.35, 12, 14, 22
172.1, 12, 14, 23
171.7, 12, 14, 24
172.3, 12, 14, 25
172.0, 12, 14, 26
171.5, 12, 14, 27
173.15, 12, 14, 28
172.35, 12, 14, 29
172.45, 12, 14, 30
172.4, 12, 14, 31
171.1, 12, 14, 32
170.15, 12, 14, 33
170.45, 12, 14, 34
170.15, 12, 14, 35
170.3, 12, 14, 36
169.95, 12, 14, 38
169.25, 12, 14, 39
168.7, 12, 14, 40
170.15, 12, 14, 41
169.7, 12, 14, 42
169.8, 12, 14, 43
170.9, 12, 14, 44
170.4, 12, 14, 45
170.0, 12, 14, 46
170.45, 12, 14, 47
169.55, 12, 14, 48
169.75, 12, 14, 49
170.0, 12, 14, 50
170.6, 12, 14, 51
170.45, 12, 14, 52
170.0, 12, 14, 53
170.0, 12, 14, 54
169.0, 12, 14, 55
169.8, 12, 14, 56
170.05, 12, 14, 57
169.6, 12, 14, 58
170.2, 12, 14, 59
169.5, 12, 15, 1
169.5, 12, 15, 2
168.05, 12, 15, 3
167.65, 12, 15, 4
167.0, 12, 15, 5
167.75, 12, 15, 6
168.7, 12, 15, 7
169.4, 12, 15, 8
169.5, 12, 15, 9
169.05, 12, 15, 10
167.25, 12, 15, 11
168.1, 12, 15, 12
167.05, 12, 15, 13
167.75, 12, 15, 14
167.25, 12, 15, 15
167.0, 12, 15, 16
166.75, 12, 15, 17
166.75, 12, 15, 18
168.0, 12, 15, 19
167.35, 12, 15, 20
167.4, 12, 15, 21
167.35, 12, 15, 23
167.1, 12, 15, 24
166.15, 12, 15, 25
166.55, 12, 15, 26
166.05, 12, 15, 27
165.75, 12, 15, 28
165.15, 12, 15, 29
164.6, 12, 15, 30
164.3, 12, 15, 31
164.25, 12, 15, 32
164.7, 12, 15, 33
164.4, 12, 15, 34
164.3, 12, 15, 35
164.3, 12, 15, 36
165.6, 12, 15, 37
165.6, 12, 15, 38
165.8, 12, 15, 39
165.35, 12, 15, 40
165.0, 12, 15, 42
164.0, 12, 15, 43
163.1, 12, 15, 44
163.6, 12, 15, 45
163.0, 12, 15, 46
162.55, 12, 15, 47
163.15, 12, 15, 48
163.05, 12, 15, 49
162.8, 12, 15, 50
162.7, 12, 15, 51
162.65, 12, 15, 52
163.2, 12, 15, 53
163.1, 12, 15, 54
163.2, 12, 15, 55
162.8, 12, 15, 56
162.55, 12, 15, 57
162.6, 12, 15, 58
162.25, 12, 15, 59
162.25, 12, 16, 0
161.15, 12, 16, 1
161.05, 12, 16, 2
160.5, 12, 16, 4
161.0, 12, 16, 5
161.1, 12, 16, 6
161.7, 12, 16, 7
162.4, 12, 16, 8
162.75, 12, 16, 9
162.85, 12, 16, 10
162.15, 12, 16, 11
162.25, 12, 16, 12
162.8, 12, 16, 13
162.8, 12, 16, 14
163.9, 12, 16, 15
164.1, 12, 16, 16
162.75, 12, 16, 17
163.75, 12, 16, 18
163.4, 12, 16, 19
162.6, 12, 16, 20
162.6, 12, 16, 21
164.5, 12, 16, 22
164.5, 12, 16, 23
165.6, 12, 16, 24
165.3, 12, 16, 25
165.3, 12, 16, 27
165.0, 12, 16, 28
165.0, 12, 16, 29
165.0, 12, 16, 30
165.25, 12, 16, 31
164.85, 12, 16, 32
164.4, 12, 16, 33
163.2, 12, 16, 34
163.7, 12, 16, 35
163.3, 12, 16, 36
164.15, 12, 16, 37
164.15, 12, 16, 38
164.15, 12, 16, 39
164.1, 12, 16, 40
164.0, 12, 16, 41
164.0, 12, 16, 42
163.2, 12, 16, 43
163.0, 12, 16, 44
164.35, 12, 16, 45
164.35, 12, 16, 46
164.5, 12, 16, 47
164.8, 12, 16, 49
165.5, 12, 16, 50
165.5, 12, 16, 51
165.6, 12, 16, 52
164.7, 12, 16, 53
165.45, 12, 16, 54
165.15, 12, 16, 55
164.95, 12, 16, 56
165.35, 12, 16, 57
165.4, 12, 16, 58
165.75, 12, 16, 59
165.75, 12, 17, 0
164.55, 12, 17, 1
164.6, 12, 17, 2
164.0, 12, 17, 3
163.1, 12, 17, 4
162.9, 12, 17, 5
162.75, 12, 17, 6
164.2, 12, 17, 7
164.2, 12, 17, 8
163.8, 12, 17, 9
163.1, 12, 17, 10
163.1, 12, 17, 11
163.1, 12, 17, 13
165.0, 12, 17, 14
165.0, 12, 17, 15
165.0, 12, 17, 16
165.0, 12, 17, 17
165.0, 12, 17, 18
164.5, 12, 17, 19
164.5, 12, 17, 20
164.75, 12, 17, 21
165.8, 12, 17, 22
165.45, 12, 17, 23
166.3, 12, 17, 24
166.25, 12, 17, 25
165.95, 12, 17, 26
165.1, 12, 17, 27
165.0, 12, 17, 28
165.5, 12, 17, 29
165.7, 12, 17, 30
165.7, 12, 17, 31
165.85, 12, 17, 32
164.8, 12, 17, 33
164.8, 12, 17, 34
165.85, 12, 17, 36
165.5, 12, 17, 37
165.5, 12, 17, 38
165.6, 12, 17, 39
166.25, 12, 17, 40
166.0, 12, 17, 41
167.4, 12, 17, 42
167.35, 12, 17, 43
166.75, 12, 17, 44
166.75, 12, 17, 45
166.55, 12, 17, 46
167.7, 12, 17, 47
168.0, 12, 17, 48
168.0, 12, 17, 49
167.55, 12, 17, 50
168.75, 12, 17, 51
168.05, 12, 17, 52
168.35, 12, 17, 53
168.4, 12, 17, 54
166.9, 12, 17, 55
166.9, 12, 17, 56
168.0, 12, 17, 58
167.8, 12, 17, 59
168.0, 12, 18, 0
167.35, 12, 18, 1
167.7, 12, 18, 2
167.7, 12, 18, 3
168.05, 12, 18, 4
166.5, 12, 18, 5
165.85, 12, 18, 6
166.6, 12, 18, 7
166.5, 12, 18, 8
167.35, 12, 18, 9
167.65, 12, 18, 10
167.5, 12, 18, 11
168.0, 12, 18, 12
168.0, 12, 18, 13
167.15, 12, 18, 14
167.4, 12, 18, 15
167.25, 12, 18, 16
166.4, 12, 18, 17
169.35, 12, 18, 18
170.2, 12, 18, 19
170.0, 12, 18, 21
168.85, 12, 18, 22
169.15, 12, 18, 23
168.7, 12, 18, 24
168.9, 12, 18, 25
168.55, 12, 18, 26
168.35, 12, 18, 27
168.0, 12, 18, 28
168.7, 12, 18, 29
169.05, 12, 18, 30
169.05, 12, 18, 31
169.15, 12, 18, 32
168.45, 12, 18, 33
168.0, 12, 18, 34
168.3, 12, 18, 35
167.95, 12, 18, 36
168.4, 12, 18, 37
168.8, 12, 18, 38
168.45, 12, 18, 39
168.85, 12, 18, 40
168.8, 12, 18, 42
168.85, 12, 18, 43
169.3, 12, 18, 44
169.3, 12, 18, 45
169.3, 12, 18, 46
169.1, 12, 18, 47
169.05, 12, 18, 48
168.7, 12, 18, 49
168.45, 12, 18, 50
169.0, 12, 18, 51
168.7, 12, 18, 52
167.95, 12, 18, 53
167.65, 12, 18, 54
167.65, 12, 18, 55
167.05, 12, 18, 56
167.8, 12, 18, 57
167.05, 12, 18, 58
167.75, 12, 18, 59
168.85, 12, 19, 0
168.05, 12, 19, 1
168.5, 12, 19, 2
168.5, 12, 19, 3
166.6, 12, 19, 4
166.0, 12, 19, 5
166.15, 12, 19, 7
165.6, 12, 19, 8
165.6, 12, 19, 9
165.45, 12, 19, 10
165.95, 12, 19, 11
166.7, 12, 19, 12
167.5, 12, 19, 13
167.5, 12, 19, 14
167.15, 12, 19, 15
167.5, 12, 19, 16
167.4, 12, 19, 17
166.55, 12, 19, 18
167.25, 12, 19, 19
167.05, 12, 19, 20
167.3, 12, 19, 21
165.95, 12, 19, 22
166.35, 12, 19, 23
165.95, 12, 19, 24
165.5, 12, 19, 25
166.4, 12, 19, 26
166.55, 12, 19, 27
166.55, 12, 19, 29
166.25, 12, 19, 30
166.0, 12, 19, 31
165.1, 12, 19, 32
165.3, 12, 19, 33
164.55, 12, 19, 34
164.3, 12, 19, 35
165.0, 12, 19, 36
164.65, 12, 19, 37
164.0, 12, 19, 38
163.8, 12, 19, 39
163.65, 12, 19, 40
164.75, 12, 19, 41
164.55, 12, 19, 42
165.45, 12, 19, 43
165.45, 12, 19, 44
165.2, 12, 19, 45
165.2, 12, 19, 46
165.2, 12, 19, 47
163.75, 12, 19, 48
164.25, 12, 19, 49
163.6, 12, 19, 51
164.0, 12, 19, 52
164.0, 12, 19, 53
164.3, 12, 19, 54
164.3, 12, 19, 55
163.45, 12, 19, 56
163.15, 12, 19, 57
163.25, 12, 19, 58
163.6, 12, 19, 59
163.6, 12, 20, 0
163.6, 12, 20, 1
163.9, 12, 20, 2
164.05, 12, 20, 3
165.0, 12, 20, 4
164.8, 12, 20, 5
164.05, 12, 20, 6
163.9, 12, 20, 7
163.0, 12, 20, 8
163.0, 12, 20, 9
163.0, 12, 20, 10
163.0, 12, 20, 12
163.0, 12, 20, 13
163.65, 12, 20, 14
163.65, 12, 20, 15
162.75, 12, 20, 16
163.55, 12, 20, 17
163.75, 12, 20, 18
163.75, 12, 20, 19
164.7, 12, 20, 20
163.9, 12, 20, 21
163.9, 12, 20, 22
164.2, 12, 20, 23
164.15, 12, 20, 24
163.2, 12, 20, 25
163.2, 12, 20, 26
163.65, 12, 20, 27
163.35, 12, 20, 28
163.55, 12, 20, 29
163.0, 12, 20, 30
163.0, 12, 20, 31
163.1, 12, 20, 32
163.05, 12, 20, 33
163.05, 12, 20, 35
163.0, 12, 20, 36
163.0, 12, 20, 37
162.9, 12, 20, 38
162.9, 12, 20, 39
164.7, 12, 20, 40
165.3, 12, 20, 41
165.05, 12, 20, 42
165.05, 12, 20, 43
165.05, 12, 20, 44
165.95, 12, 20, 45
166.0, 12, 20, 46
166.2, 12, 20, 47
166.6, 12, 20, 48
167.55, 12, 20, 49
167.55, 12, 20, 50
165.15, 12, 20, 51
165.65, 12, 20, 52
165.65, 12, 20, 53
165.65, 12, 20, 54
165.65, 12, 20, 55
165.65, 12, 20, 56
165.15, 12, 20, 58
165.45, 12, 20, 59
165.45, 12, 21, 0
164.7, 12, 21, 1
164.0, 12, 21, 2
163.55, 12, 21, 3
163.6, 12, 21, 4
163.8, 12, 21, 5
163.8, 12, 21, 6
163.3, 12, 21, 7
163.5, 12, 21, 8
163.45, 12, 21, 9
163.65, 12, 21, 10
163.75, 12, 21, 11
163.7, 12, 21, 12
163.5, 12, 21, 13
164.25, 12, 21, 14
164.25, 12, 21, 15
164.45, 12, 21, 16
164.0, 12, 21, 17
164.05, 12, 21, 18
163.85, 12, 21, 19
163.85, 12, 21, 20
164.2, 12, 21, 22
163.5, 12, 21, 23
163.45, 12, 21, 24
163.2, 12, 21, 25
162.6, 12, 21, 26
163.15, 12, 21, 27
163.15, 12, 21, 28
163.8, 12, 21, 29
163.65, 12, 21, 30
163.1, 12, 21, 31
163.0, 12, 21, 32
163.3, 12, 21, 33
163.3, 12, 21, 34
163.3, 12, 21, 35
162.95, 12, 21, 36
163.35, 12, 21, 37
163.05, 12, 21, 38
163.0, 12, 21, 39
163.1, 12, 21, 40
162.65, 12, 21, 41
162.75, 12, 21, 42
163.6, 12, 21, 43
163.6, 12, 21, 45
162.9, 12, 21, 46
162.55, 12, 21, 47
163.05, 12, 21, 48
162.95, 12, 21, 49
162.95, 12, 21, 50
162.8, 12, 21, 51
162.25, 12, 21, 52
162.25, 12, 21, 53
162.85, 12, 21, 54
163.25, 12, 21, 55
163.05, 12, 21, 56
162.75, 12, 21, 57
162.75, 12, 21, 58
162.75, 12, 21, 59
162.75, 12, 22, 0
162.75, 12, 22, 1
164.05, 12, 22, 2
165.15, 12, 22, 3
164.3, 12, 22, 5
164.3, 12, 22, 6
163.45, 12, 22, 7
164.55, 12, 22, 9
164.7, 12, 22, 10
165.45, 12, 22, 11
165.8, 12, 22, 12
166.15, 12, 22, 13
165.05, 12, 22, 14
164.95, 12, 22, 15
164.95, 12, 22, 16
166.0, 12, 22, 17
166.0, 12, 22, 18
166.8, 12, 22, 19
166.55, 12, 22, 20
166.95, 12, 22, 21
166.95, 12, 22, 22
165.8, 12, 22, 23
165.85, 12, 22, 24
164.25, 12, 22, 25
164.15, 12, 22, 26
164.1, 12, 22, 27
164.1, 12, 22, 28
163.65, 12, 22, 30
163.6, 12, 22, 31
163.85, 12, 22, 32
163.7, 12, 22, 33
163.6, 12, 22, 34
163.6, 12, 22, 35
164.4, 12, 22, 36
164.4, 12, 22, 37
164.5, 12, 22, 38
164.0, 12, 22, 39
164.35, 12, 22, 40
164.35, 12, 22, 41
165.15, 12, 22, 42
165.05, 12, 22, 43
165.05, 12, 22, 44
164.9, 12, 22, 45
165.9, 12, 22, 46
166.1, 12, 22, 47
165.7, 12, 22, 48
165.9, 12, 22, 49
165.3, 12, 22, 51
165.3, 12, 22, 52
165.5, 12, 22, 53
165.5, 12, 22, 54
165.5, 12, 22, 55
165.5, 12, 22, 56
165.5, 12, 22, 57
165.9, 12, 22, 58
165.9, 12, 22, 59
165.35, 12, 23, 0
164.85, 12, 23, 1
164.8, 12, 23, 2
164.85, 12, 23, 3
164.55, 12, 23, 4
163.75, 12, 23, 5
163.9, 12, 23, 6
162.9, 12, 23, 7
163.85, 12, 23, 8
163.65, 12, 23, 9
163.75, 12, 23, 10
163.6, 12, 23, 11
164.05, 12, 23, 13
164.95, 12, 23, 14
162.85, 12, 23, 15
162.6, 12, 23, 16
163.4, 12, 23, 17
163.95, 12, 23, 18
163.15, 12, 23, 19
162.45, 12, 23, 20
163.5, 12, 23, 21
163.5, 12, 23, 22
163.5, 12, 23, 23
164.35, 12, 23, 24
164.8, 12, 23, 25
164.35, 12, 23, 26
164.9, 12, 23, 27
164.9, 12, 23, 28
164.95, 12, 23, 29
165.0, 12, 23, 30
165.4, 12, 23, 31
166.35, 12, 23, 32
166.05, 12, 23, 33
166.25, 12, 23, 34
166.65, 12, 23, 36
166.25, 12, 23, 37
165.45, 12, 23, 38
164.95, 12, 23, 39
164.6, 12, 23, 40
164.95, 12, 23, 41
164.95, 12, 23, 42
165.3, 12, 23, 43
165.3, 12, 23, 44
166.0, 12, 23, 45
166.15, 12, 23, 46
166.15, 12, 23, 47
166.15, 12, 23, 48
165.7, 12, 23, 49
165.7, 12, 23, 50
166.75, 12, 23, 51
167.0, 12, 23, 52
167.5, 12, 23, 53
166.85, 12, 23, 54
166.65, 12, 23, 55
167.5, 12, 23, 56
167.7, 12, 23, 57
168.5, 12, 23, 59
168.35, 12, 24, 0
168.6, 12, 24, 1
168.25, 12, 24, 2
166.65, 12, 24, 3
166.75, 12, 24, 4
166.15, 12, 24, 5
166.1, 12, 24, 6
166.2, 12, 24, 7
166.15, 12, 24, 8
166.15, 12, 24, 9
165.7, 12, 24, 10
165.35, 12, 24, 11
166.0, 12, 24, 12
165.35, 12, 24, 13
165.35, 12, 24, 14
165.35, 12, 24, 15
166.45, 12, 24, 16
167.0, 12, 24, 17
167.1, 12, 24, 18
167.1, 12, 24, 19
167.1, 12, 24, 21
165.95, 12, 24, 22
167.65, 12, 24, 23
167.65, 12, 24, 24
168.0, 12, 24, 25
168.5, 12, 24, 26
168.85, 12, 24, 27
167.8, 12, 24, 28
168.3, 12, 24, 29
168.35, 12, 24, 30
168.0, 12, 24, 31
167.8, 12, 24, 32
168.5, 12, 24, 33
168.8, 12, 24, 34
167.95, 12, 24, 35
167.8, 12, 24, 36
168.45, 12, 24, 37
169.15, 12, 24, 38
168.6, 12, 24, 39
169.25, 12, 24, 40
169.95, 12, 24, 41
170.35, 12, 24, 42
170.7, 12, 24, 44
171.05, 12, 24, 45
171.95, 12, 24, 46
172.15, 12, 24, 47
172.0, 12, 24, 48
171.7, 12, 24, 49
172.45, 12, 24, 50
171.25, 12, 24, 51
171.3, 12, 24, 52
172.0, 12, 24, 53
171.55, 12, 24, 54
171.0, 12, 24, 55
171.45, 12, 24, 56
171.65, 12, 24, 57
173.6, 12, 24, 58
173.9, 12, 24, 59
174.2, 12, 25, 0
175.35, 12, 25, 1
176.75, 12, 25, 2
175.8, 12, 25, 3
175.05, 12, 25, 5
176.15, 12, 25, 6
175.05, 12, 25, 7
174.15, 12, 25, 8
173.5, 12, 25, 9
173.75, 12, 25, 10
173.5, 12, 25, 11
174.5, 12, 25, 12
174.7, 12, 25, 13
175.85, 12, 25, 14
174.65, 12, 25, 15
174.55, 12, 25, 16
174.8, 12, 25, 17
175.5, 12, 25, 18
175.0, 12, 25, 19
174.7, 12, 25, 20
175.1, 12, 25, 21
175.1, 12, 25, 22
174.5, 12, 25, 23
173.55, 12, 25, 24
173.45, 12, 25, 26
173.25, 12, 25, 27
173.1, 12, 25, 28
173.1, 12, 25, 29
172.7, 12, 25, 30
172.25, 12, 25, 31
171.9, 12, 25, 32
173.8, 12, 25, 33
174.1, 12, 25, 34
173.9, 12, 25, 35
173.2, 12, 25, 36
172.95, 12, 25, 37
172.45, 12, 25, 38
